Word,Pronunciation,Alignment
ineptitude,IH N EH P T IH T UW D,"[('i', 'IH'), ('n', 'N'), ('e', 'EH'), ('p', 'P'), ('t', 'T'), ('i', 'IH'), ('t', 'T'), ('u', 'UW'), ('d', 'D'), ('e', '#')]"
ineptly,IH N EH P T L IY,"[('i', 'IH'), ('n', 'N'), ('e', 'EH'), ('p', 'P'), ('t', 'T'), ('l', 'L'), ('y', 'IY')]"
ineptness,IH N EH P T N IH S,"[('i', 'IH'), ('n', 'N'), ('e', 'EH'), ('p', 'P'), ('t', 'T'), ('n', 'N'), ('e', 'IH'), ('s', '#'), ('s', 'S')]"
inequalities,IH N AH K W AA L IH T IY Z,"[('i', 'IH'), ('n', 'N'), ('e', '#'), ('q', '#'), ('u', '#'), ('a', 'AH'), ('$', 'K'), ('$', 'W'), ('$', 'AA'), ('l', 'L'), ('i', 'IH'), ('t', 'T'), ('i', '#'), ('e', 'IY'), ('s', 'Z')]"
inequality,IH N IH K W AA L AH T IY,"[('i', 'IH'), ('n', 'N'), ('e', 'IH'), ('q', '#'), ('u', 'K'), ('$', 'W'), ('a', 'AA'), ('l', 'L'), ('i', 'AH'), ('t', 'T'), ('y', 'IY')]"
inequitable,IH N EH K W AH T AH B AH L,"[('i', 'IH'), ('n', 'N'), ('e', 'EH'), ('q', 'K'), ('$', 'W'), ('u', 'AH'), ('i', '#'), ('t', 'T'), ('a', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
inequities,IH N EH K W AH T IY Z,"[('i', 'IH'), ('n', 'N'), ('e', 'EH'), ('q', 'K'), ('$', 'W'), ('u', 'AH'), ('i', '#'), ('t', 'T'), ('i', '#'), ('e', 'IY'), ('s', 'Z')]"
inequity,IH N EH K W AH T IY,"[('i', 'IH'), ('n', 'N'), ('e', 'EH'), ('q', 'K'), ('$', 'W'), ('u', 'AH'), ('i', '#'), ('t', 'T'), ('y', 'IY')]"
ineradicable,IH N ER AE D AH K AH B AH L,"[('i', 'IH'), ('n', 'N'), ('e', 'ER'), ('r', '#'), ('a', 'AE'), ('d', 'D'), ('i', 'AH'), ('c', 'K'), ('a', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
inerco,IH N ER K OW,"[('i', 'IH'), ('n', 'N'), ('e', 'ER'), ('r', '#'), ('c', 'K'), ('o', 'OW')]"
inert,IH N ER T,"[('i', 'IH'), ('n', 'N'), ('e', 'ER'), ('r', '#'), ('t', 'T')]"
inertia,IH N ER SH AH,"[('i', 'IH'), ('n', 'N'), ('e', 'ER'), ('r', '#'), ('t', 'SH'), ('i', '#'), ('a', 'AH')]"
inertial,IH N ER SH AH L,"[('i', 'IH'), ('n', 'N'), ('e', 'ER'), ('r', '#'), ('t', 'SH'), ('i', '#'), ('a', 'AH'), ('l', 'L')]"
inertness,IH N ER T N AH S,"[('i', 'IH'), ('n', 'N'), ('e', 'ER'), ('r', '#'), ('t', 'T'), ('n', 'N'), ('e', 'AH'), ('s', '#'), ('s', 'S')]"
ines,IH N IH S,"[('i', 'IH'), ('n', 'N'), ('e', 'IH'), ('s', 'S')]"
inescapable,IH N IH S K EY P AH B AH L,"[('i', 'IH'), ('n', 'N'), ('e', 'IH'), ('s', 'S'), ('c', 'K'), ('a', 'EY'), ('p', 'P'), ('a', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
inescapably,IH N IH S K EY P AH B L IY,"[('i', 'IH'), ('n', 'N'), ('e', 'IH'), ('s', 'S'), ('c', 'K'), ('a', 'EY'), ('p', 'P'), ('a', 'AH'), ('b', 'B'), ('l', 'L'), ('y', 'IY')]"
inevitability,IH N EH V IH T AH B IH L IH T IY,"[('i', 'IH'), ('n', 'N'), ('e', 'EH'), ('v', 'V'), ('i', 'IH'), ('t', 'T'), ('a', 'AH'), ('b', 'B'), ('i', 'IH'), ('l', 'L'), ('i', 'IH'), ('t', 'T'), ('y', 'IY')]"
inevitable,IH N EH V AH T AH B AH L,"[('i', 'IH'), ('n', 'N'), ('e', 'EH'), ('v', 'V'), ('i', 'AH'), ('t', 'T'), ('a', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
inevitably,IH N EH V AH T AH B L IY,"[('i', 'IH'), ('n', 'N'), ('e', 'EH'), ('v', 'V'), ('i', 'AH'), ('t', 'T'), ('a', 'AH'), ('b', 'B'), ('l', 'L'), ('y', 'IY')]"
inexact,IH N IH G Z AE K T,"[('i', 'IH'), ('n', 'N'), ('e', 'IH'), ('$', 'G'), ('x', 'Z'), ('a', 'AE'), ('c', 'K'), ('t', 'T')]"
inexcusable,IH N IH K S K Y UW Z AH B AH L,"[('i', 'IH'), ('n', 'N'), ('e', 'IH'), ('x', '#'), ('c', 'K'), ('u', '#'), ('s', 'S'), ('$', 'K'), ('$', 'Y'), ('$', 'UW'), ('$', 'Z'), ('a', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
inexcusably,IH N IH K S K Y UW Z AH B L IY,"[('i', 'IH'), ('n', 'N'), ('e', 'IH'), ('x', '#'), ('c', 'K'), ('u', '#'), ('s', 'S'), ('$', 'K'), ('$', 'Y'), ('$', 'UW'), ('$', 'Z'), ('a', 'AH'), ('b', 'B'), ('l', 'L'), ('y', 'IY')]"
inexhaustible,IH N IH G Z AO S T AH B AH L,"[('i', 'IH'), ('n', 'N'), ('e', 'IH'), ('$', 'G'), ('x', 'Z'), ('h', '#'), ('a', 'AO'), ('u', '#'), ('s', 'S'), ('t', 'T'), ('i', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
inexorable,IH N EH K S ER AH B AH L,"[('i', 'IH'), ('n', 'N'), ('e', 'EH'), ('$', 'K'), ('x', 'S'), ('o', '#'), ('r', 'ER'), ('a', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
inexorably,IH N EH K S ER AH B L IY,"[('i', 'IH'), ('n', 'N'), ('e', 'EH'), ('$', 'K'), ('x', 'S'), ('o', '#'), ('r', 'ER'), ('a', 'AH'), ('b', 'B'), ('l', 'L'), ('y', 'IY')]"
inexpensive,IH N IH K S P EH N S IH V,"[('i', 'IH'), ('n', 'N'), ('e', 'IH'), ('$', 'K'), ('x', 'S'), ('p', 'P'), ('e', 'EH'), ('n', 'N'), ('s', 'S'), ('i', 'IH'), ('v', 'V'), ('e', '#')]"
inexpensively,IH N AH K S P EH N S IH V L IY,"[('i', 'IH'), ('n', 'N'), ('e', 'AH'), ('$', 'K'), ('x', 'S'), ('p', 'P'), ('e', 'EH'), ('n', 'N'), ('s', 'S'), ('i', 'IH'), ('v', 'V'), ('e', '#'), ('l', 'L'), ('y', 'IY')]"
inexperience,IH N IH K S P IH R IY AH N S,"[('i', 'IH'), ('n', 'N'), ('e', 'IH'), ('$', 'K'), ('x', 'S'), ('p', 'P'), ('e', 'IH'), ('r', 'R'), ('i', 'IY'), ('e', 'AH'), ('n', 'N'), ('c', 'S'), ('e', '#')]"
inexperienced,IH N IH K S P IH R IY AH N S T,"[('i', 'IH'), ('n', 'N'), ('e', 'IH'), ('$', 'K'), ('x', 'S'), ('p', 'P'), ('e', 'IH'), ('r', 'R'), ('i', 'IY'), ('e', 'AH'), ('n', 'N'), ('c', 'S'), ('e', 'T'), ('d', '#')]"
inexplicable,IH N AH K S P L IH S AH B AH L,"[('i', 'IH'), ('n', 'N'), ('e', 'AH'), ('$', 'K'), ('x', 'S'), ('p', 'P'), ('l', 'L'), ('i', 'IH'), ('c', 'S'), ('a', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
inexplicably,IH N IH K S P L IH K AH B L IY,"[('i', 'IH'), ('n', 'N'), ('e', 'IH'), ('$', 'K'), ('x', 'S'), ('p', 'P'), ('l', 'L'), ('i', 'IH'), ('c', 'K'), ('a', 'AH'), ('b', 'B'), ('l', 'L'), ('y', 'IY')]"
inextricable,IH N EH K S T R IH K AH B AH L,"[('i', 'IH'), ('n', 'N'), ('e', 'EH'), ('$', 'K'), ('x', 'S'), ('t', 'T'), ('r', 'R'), ('i', 'IH'), ('c', 'K'), ('a', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
inextricably,IH N EH K S T R IH K AH B L IY,"[('i', 'IH'), ('n', 'N'), ('e', 'EH'), ('$', 'K'), ('x', 'S'), ('t', 'T'), ('r', 'R'), ('i', 'IH'), ('c', 'K'), ('a', 'AH'), ('b', 'B'), ('l', 'L'), ('y', 'IY')]"
inez,IH N EH Z,"[('i', 'IH'), ('n', 'N'), ('e', 'EH'), ('z', 'Z')]"
infallibility,IH N F AE L IH B IH L IH T IY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AE'), ('l', '#'), ('l', 'L'), ('i', 'IH'), ('b', 'B'), ('i', 'IH'), ('l', 'L'), ('i', 'IH'), ('t', 'T'), ('y', 'IY')]"
infallible,IH N F AE L AH B AH L,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AE'), ('l', '#'), ('l', 'L'), ('i', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
infamous,IH N F AH M AH S,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AH'), ('m', 'M'), ('o', 'AH'), ('u', '#'), ('s', 'S')]"
infamy,IH N F AH M IY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AH'), ('m', 'M'), ('y', 'IY')]"
infancy,IH N F AH N S IY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AH'), ('n', 'N'), ('c', 'S'), ('y', 'IY')]"
infant,IH N F AH N T,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AH'), ('n', 'N'), ('t', 'T')]"
infante,IH N F AA N T EY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AA'), ('n', 'N'), ('t', 'T'), ('e', 'EY')]"
infanticide,IH N F AE N T AH S AY D,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AE'), ('n', 'N'), ('t', 'T'), ('i', 'AH'), ('c', 'S'), ('i', 'AY'), ('d', 'D'), ('e', '#')]"
infantile,IH N F AH N T IH L,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AH'), ('n', 'N'), ('t', 'T'), ('i', 'IH'), ('l', 'L'), ('e', '#')]"
infantino,IH N F AA N T IY N OW,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AA'), ('n', 'N'), ('t', 'T'), ('i', 'IY'), ('n', 'N'), ('o', 'OW')]"
infantry,IH N F AH N T R IY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AH'), ('n', 'N'), ('t', 'T'), ('r', 'R'), ('y', 'IY')]"
infantryman,IH N F AE N T R IY M AH N,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AE'), ('n', 'N'), ('t', 'T'), ('r', 'R'), ('y', 'IY'), ('m', 'M'), ('a', 'AH'), ('n', 'N')]"
infarction,IH N F AA R K SH AH N,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AA'), ('r', 'R'), ('c', 'K'), ('t', 'SH'), ('i', '#'), ('o', 'AH'), ('n', 'N')]"
infatuate,IH N F AE CH UW EY T,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AE'), ('t', 'CH'), ('u', 'UW'), ('a', 'EY'), ('t', 'T'), ('e', '#')]"
infatuated,IH N F AE CH UW EY T IH D,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AE'), ('t', 'CH'), ('u', 'UW'), ('a', 'EY'), ('t', 'T'), ('e', 'IH'), ('d', 'D')]"
infatuates,IH N F AE CH UW EY T S,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AE'), ('t', 'CH'), ('u', 'UW'), ('a', 'EY'), ('t', 'T'), ('e', '#'), ('s', 'S')]"
infatuating,IH N F AE CH UW EY T IH NG,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AE'), ('t', 'CH'), ('u', 'UW'), ('a', 'EY'), ('t', 'T'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
infatuation,IH N F AE CH UW EY SH AH N,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('a', 'AE'), ('t', 'CH'), ('u', 'UW'), ('$', 'EY'), ('$', 'SH'), ('a', 'AH'), ('t', '#'), ('i', '#'), ('o', '#'), ('n', 'N')]"
infeasible,IH N F IY Z AH B AH L,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'IY'), ('$', 'Z'), ('a', 'AH'), ('s', '#'), ('i', '#'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
infect,IH N F EH K T,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'EH'), ('c', 'K'), ('t', 'T')]"
infected,IH N F EH K T IH D,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'EH'), ('c', 'K'), ('t', 'T'), ('e', 'IH'), ('d', 'D')]"
infecting,IH N F EH K T IH NG,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'EH'), ('c', 'K'), ('t', 'T'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
infection,IH N F EH K SH AH N,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'EH'), ('c', 'K'), ('t', 'SH'), ('i', '#'), ('o', 'AH'), ('n', 'N')]"
infectious,IH N F EH K SH AH S,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'EH'), ('c', 'K'), ('t', 'SH'), ('i', '#'), ('o', 'AH'), ('u', '#'), ('s', 'S')]"
infective,IH N F EH K T IH V,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'EH'), ('c', 'K'), ('t', 'T'), ('i', 'IH'), ('v', 'V'), ('e', '#')]"
infects,IH N F EH K T S,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'EH'), ('c', 'K'), ('t', 'T'), ('s', 'S')]"
infer,IH N F ER,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'ER'), ('r', '#')]"
inference,IH N F ER AH N S,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'ER'), ('r', '#'), ('e', 'AH'), ('n', 'N'), ('c', 'S'), ('e', '#')]"
inferential,IH N F ER EH N SH AH L,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'ER'), ('r', '#'), ('e', 'EH'), ('n', 'N'), ('t', 'SH'), ('i', '#'), ('a', 'AH'), ('l', 'L')]"
inferior,IH N F IH R IY ER,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', '#'), ('r', '#'), ('i', 'IH'), ('o', '#'), ('r', 'R'), ('$', 'IY'), ('$', 'ER')]"
inferiority,IH N F IH R IY AO R IH T IY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'IH'), ('r', 'R'), ('i', 'IY'), ('o', 'AO'), ('r', 'R'), ('i', 'IH'), ('t', 'T'), ('y', 'IY')]"
infernal,IH N F ER N AH L,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'ER'), ('r', '#'), ('n', 'N'), ('a', 'AH'), ('l', 'L')]"
inferno,IH N F ER N OW,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'ER'), ('r', '#'), ('n', 'N'), ('o', 'OW')]"
inferred,IH N F ER D,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', '#'), ('r', '#'), ('r', '#'), ('e', 'ER'), ('d', 'D')]"
inferring,IH N F ER IH NG,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'ER'), ('r', '#'), ('r', '#'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
infers,IH N F ER Z,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'ER'), ('r', '#'), ('s', 'Z')]"
infertile,IH N F ER T AH L,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'ER'), ('r', '#'), ('t', 'T'), ('i', 'AH'), ('l', 'L'), ('e', '#')]"
infertility,IH N F ER T IH L IH T IY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'ER'), ('r', '#'), ('t', 'T'), ('i', 'IH'), ('l', 'L'), ('i', 'IH'), ('t', 'T'), ('y', 'IY')]"
infest,IH N F EH S T,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'EH'), ('s', 'S'), ('t', 'T')]"
infestation,IH N F EH S T EY SH AH N,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'EH'), ('s', 'S'), ('t', 'T'), ('$', 'EY'), ('$', 'SH'), ('a', 'AH'), ('t', '#'), ('i', '#'), ('o', '#'), ('n', 'N')]"
infested,IH N F EH S T IH D,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'EH'), ('s', 'S'), ('t', 'T'), ('e', 'IH'), ('d', 'D')]"
infests,IH N F EH S T S,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('e', 'EH'), ('s', 'S'), ('t', 'T'), ('s', 'S')]"
infidel,IH N F IH D EH L,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'IH'), ('d', 'D'), ('e', 'EH'), ('l', 'L')]"
infidelities,IH N F IH D EH L IH T IY Z,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'IH'), ('d', 'D'), ('e', 'EH'), ('l', 'L'), ('i', 'IH'), ('t', 'T'), ('i', '#'), ('e', 'IY'), ('s', 'Z')]"
infidelity,IH N F IH D EH L IH T IY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'IH'), ('d', 'D'), ('e', 'EH'), ('l', 'L'), ('i', 'IH'), ('t', 'T'), ('y', 'IY')]"
infield,IH N F IY L D,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', '#'), ('e', 'IY'), ('l', 'L'), ('d', 'D')]"
infielder,IH N F IY L D ER,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', '#'), ('e', 'IY'), ('l', 'L'), ('d', 'D'), ('e', 'ER'), ('r', '#')]"
infighting,IH N F AY T IH NG,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'AY'), ('g', '#'), ('h', '#'), ('t', 'T'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
infiltrate,IH N F IH L T R EY T,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'IH'), ('l', 'L'), ('t', 'T'), ('r', 'R'), ('a', 'EY'), ('t', 'T'), ('e', '#')]"
infiltrated,IH N F IH L T R EY T IH D,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'IH'), ('l', 'L'), ('t', 'T'), ('r', 'R'), ('a', 'EY'), ('t', 'T'), ('e', 'IH'), ('d', 'D')]"
infiltrating,IH N F IH L T R EY T IH NG,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'IH'), ('l', 'L'), ('t', 'T'), ('r', 'R'), ('a', 'EY'), ('t', 'T'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
infiltration,IH N F IH L T R EY SH AH N,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'IH'), ('l', 'L'), ('t', 'T'), ('r', 'R'), ('$', 'EY'), ('$', 'SH'), ('a', 'AH'), ('t', '#'), ('i', '#'), ('o', '#'), ('n', 'N')]"
infiltrator,IH N F IH L T R EY T ER,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'IH'), ('l', 'L'), ('t', 'T'), ('r', 'R'), ('a', 'EY'), ('t', 'T'), ('o', '#'), ('r', 'ER')]"
infinger,IH N F IH NG ER,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'IH'), ('n', 'NG'), ('g', '#'), ('e', 'ER'), ('r', '#')]"
infinite,IH N F AH N AH T,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'AH'), ('n', 'N'), ('i', 'AH'), ('t', 'T'), ('e', '#')]"
infinitely,IH N F AH N AH T L IY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'AH'), ('n', 'N'), ('i', 'AH'), ('t', 'T'), ('e', '#'), ('l', 'L'), ('y', 'IY')]"
infinitesimal,IH N F IH N IH T EH S IH M AH L,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'IH'), ('n', 'N'), ('i', 'IH'), ('t', 'T'), ('e', 'EH'), ('s', 'S'), ('i', 'IH'), ('m', 'M'), ('a', 'AH'), ('l', 'L')]"
infiniti,IH N F IH N IH T IY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'IH'), ('n', 'N'), ('i', 'IH'), ('t', 'T'), ('i', 'IY')]"
infinitive,IH N F IH N IH T IH V,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'IH'), ('n', 'N'), ('i', 'IH'), ('t', 'T'), ('i', 'IH'), ('v', 'V'), ('e', '#')]"
infinitum,IH N F IH N IH T AH M,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'IH'), ('n', 'N'), ('i', 'IH'), ('t', 'T'), ('u', 'AH'), ('m', 'M')]"
infinity,IH N F IH N IH T IY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', 'IH'), ('n', 'N'), ('i', 'IH'), ('t', 'T'), ('y', 'IY')]"
infirm,IH N F ER M,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', '#'), ('r', 'ER'), ('m', 'M')]"
infirmary,IH N F ER M ER IY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', '#'), ('r', 'ER'), ('m', 'M'), ('a', '#'), ('r', 'ER'), ('y', 'IY')]"
infirmed,IH N F ER M D,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', '#'), ('r', 'ER'), ('m', 'M'), ('e', '#'), ('d', 'D')]"
infirmities,IH N F ER M IH T IY Z,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', '#'), ('r', 'ER'), ('m', 'M'), ('i', 'IH'), ('t', 'T'), ('i', '#'), ('e', 'IY'), ('s', 'Z')]"
infirmity,IH N F ER M IH T IY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('i', '#'), ('r', 'ER'), ('m', 'M'), ('i', 'IH'), ('t', 'T'), ('y', 'IY')]"
inflame,IH N F L EY M,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('a', 'EY'), ('m', 'M'), ('e', '#')]"
inflamed,IH N F L EY M D,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('a', 'EY'), ('m', 'M'), ('e', '#'), ('d', 'D')]"
inflames,IH N F L EY M Z,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('a', 'EY'), ('m', 'M'), ('e', '#'), ('s', 'Z')]"
inflaming,IH N F L EY M IH NG,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('a', 'EY'), ('m', 'M'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
inflammable,IH N F L AE M AH B AH L,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('a', 'AE'), ('m', '#'), ('m', 'M'), ('a', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
inflammation,IH N F L AH M EY SH AH N,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('a', 'AH'), ('m', 'M'), ('m', 'EY'), ('$', 'SH'), ('a', 'AH'), ('t', '#'), ('i', '#'), ('o', '#'), ('n', 'N')]"
inflammatory,IH N F L AE M AH T AO R IY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('a', 'AE'), ('m', '#'), ('m', 'M'), ('a', 'AH'), ('t', 'T'), ('o', 'AO'), ('r', 'R'), ('y', 'IY')]"
inflatable,IH N F L EY T AH B AH L,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('a', 'EY'), ('t', 'T'), ('a', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
inflate,IH N F L EY T,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('a', 'EY'), ('t', 'T'), ('e', '#')]"
inflated,IH N F L EY T IH D,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('a', 'EY'), ('t', 'T'), ('e', 'IH'), ('d', 'D')]"
inflates,IH N F L EY T S,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('a', 'EY'), ('t', 'T'), ('e', '#'), ('s', 'S')]"
inflating,IH N F L EY T IH NG,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('a', 'EY'), ('t', 'T'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
inflation,IH N F L EY SH AH N,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('$', 'EY'), ('$', 'SH'), ('a', 'AH'), ('t', '#'), ('i', '#'), ('o', '#'), ('n', 'N')]"
inflationary,IH N F L EY SH AH N EH R IY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('$', 'EY'), ('$', 'SH'), ('a', 'AH'), ('t', '#'), ('i', '#'), ('o', '#'), ('n', 'N'), ('a', 'EH'), ('r', 'R'), ('y', 'IY')]"
inflator,IH N F L EY T ER,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('a', 'EY'), ('t', 'T'), ('o', '#'), ('r', 'ER')]"
inflected,IH N F L EH K T AH D,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('e', 'EH'), ('c', 'K'), ('t', 'T'), ('e', 'AH'), ('d', 'D')]"
inflection,IH N F L EH K SH AH N,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('e', 'EH'), ('c', 'K'), ('t', 'SH'), ('i', '#'), ('o', 'AH'), ('n', 'N')]"
inflexibility,IH N F L EH K S IH B IH L IH T IY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('e', 'EH'), ('$', 'K'), ('x', 'S'), ('i', 'IH'), ('b', 'B'), ('i', 'IH'), ('l', 'L'), ('i', 'IH'), ('t', 'T'), ('y', 'IY')]"
inflexible,IH N F L EH K S AH B AH L,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('e', 'EH'), ('$', 'K'), ('x', 'S'), ('i', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
inflexibly,IH N F L EH K S AH B L IY,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('e', 'EH'), ('$', 'K'), ('x', 'S'), ('i', 'AH'), ('b', 'B'), ('l', 'L'), ('y', 'IY')]"
inflict,IH N F L IH K T,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('i', 'IH'), ('c', 'K'), ('t', 'T')]"
inflicted,IH N F L IH K T IH D,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('i', 'IH'), ('c', 'K'), ('t', 'T'), ('e', 'IH'), ('d', 'D')]"
inflicting,IH N F L IH K T IH NG,"[('i', 'IH'), ('n', 'N'), ('f', 'F'), ('l', 'L'), ('i', 'IH'), ('c', 'K'), ('t', 'T'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
